vel_start,dom_ratio,punch_cd,ew_hook,up_vel,wf1,acc,fp
0.015,1.15,6,0.32,0.09,0.3567,0.3656,43
0.015,1.15,6,0.35,0.09,0.3567,0.3656,43
0.015,1.0,10,0.26,0.11,0.3563,0.3656,30
0.015,1.0,10,0.26,0.12,0.3563,0.3656,30
0.015,1.0,10,0.28,0.11,0.3563,0.3656,29
0.015,1.0,10,0.28,0.12,0.3563,0.3656,29
0.015,1.0,10,0.3,0.11,0.3563,0.3656,29
0.015,1.0,10,0.3,0.12,0.3563,0.3656,29
0.015,1.0,10,0.32,0.11,0.3563,0.3656,29
0.015,1.0,10,0.32,0.12,0.3563,0.3656,29
0.015,1.0,10,0.35,0.11,0.3563,0.3656,29
0.015,1.0,10,0.35,0.12,0.3563,0.3656,29
0.015,1.0,8,0.35,0.14,0.3562,0.3656,45
0.018,1.0,8,0.35,0.09,0.3561,0.3656,34
0.018,1.0,8,0.35,0.11,0.3561,0.3656,34
0.018,1.0,8,0.35,0.12,0.3561,0.3656,34
0.015,1.05,6,0.32,0.09,0.3541,0.3656,50
0.015,1.05,6,0.35,0.09,0.3541,0.3656,50
0.015,1.0,8,0.28,0.11,0.3537,0.3656,45
0.015,1.0,8,0.28,0.12,0.3537,0.3656,45
0.015,1.0,8,0.3,0.11,0.3537,0.3656,45
0.015,1.0,8,0.3,0.12,0.3537,0.3656,45
0.015,1.0,8,0.32,0.11,0.3537,0.3656,45
0.015,1.0,8,0.32,0.12,0.3537,0.3656,45
0.015,1.0,8,0.26,0.09,0.3526,0.3656,46
0.015,1.1,8,0.35,0.11,0.3523,0.3548,37
0.015,1.1,8,0.35,0.12,0.3523,0.3548,37
0.015,1.1,8,0.35,0.14,0.3523,0.3548,37
0.015,1.15,8,0.35,0.11,0.3523,0.3548,35
0.015,1.15,8,0.35,0.12,0.3523,0.3548,35
0.015,1.15,8,0.35,0.14,0.3523,0.3548,35
0.015,1.05,8,0.35,0.11,0.352,0.3548,40
0.015,1.05,8,0.35,0.12,0.352,0.3548,40
0.015,1.05,8,0.35,0.14,0.352,0.3548,40
0.015,1.1,8,0.28,0.09,0.3517,0.3548,37
0.015,1.1,8,0.3,0.09,0.3517,0.3548,37
0.015,1.1,8,0.32,0.09,0.3517,0.3548,37
0.015,1.15,8,0.28,0.09,0.3517,0.3548,35
0.015,1.15,8,0.3,0.09,0.3517,0.3548,35
0.015,1.15,8,0.32,0.09,0.3517,0.3548,35
0.015,1.0,6,0.32,0.09,0.3516,0.3656,54
0.015,1.0,6,0.35,0.09,0.3516,0.3656,54
0.015,1.05,8,0.28,0.09,0.351,0.3548,40
0.015,1.05,8,0.3,0.09,0.351,0.3548,40
0.015,1.05,8,0.32,0.09,0.351,0.3548,40
0.015,1.1,10,0.26,0.11,0.3501,0.3548,26
0.015,1.1,10,0.26,0.12,0.3501,0.3548,26
0.015,1.1,10,0.26,0.14,0.3501,0.3548,26
0.015,1.1,10,0.28,0.11,0.3501,0.3548,25
0.015,1.1,10,0.28,0.12,0.3501,0.3548,25
0.015,1.1,10,0.28,0.14,0.3501,0.3548,25
0.015,1.1,10,0.3,0.11,0.3501,0.3548,25
0.015,1.1,10,0.3,0.12,0.3501,0.3548,25
0.015,1.1,10,0.3,0.14,0.3501,0.3548,25
0.015,1.1,10,0.32,0.11,0.3501,0.3548,25
0.015,1.1,10,0.32,0.12,0.3501,0.3548,25
0.015,1.1,10,0.32,0.14,0.3501,0.3548,25
0.015,1.1,10,0.35,0.11,0.3501,0.3548,25
0.015,1.1,10,0.35,0.12,0.3501,0.3548,25
0.015,1.1,10,0.35,0.14,0.3501,0.3548,25
0.015,1.15,10,0.26,0.11,0.3501,0.3548,23
0.015,1.15,10,0.26,0.12,0.3501,0.3548,23
0.015,1.15,10,0.26,0.14,0.3501,0.3548,23
0.018,1.15,12,0.28,0.09,0.3499,0.3441,16
0.018,1.15,12,0.28,0.11,0.3499,0.3441,16
0.018,1.15,12,0.28,0.12,0.3499,0.3441,16
0.018,1.15,12,0.28,0.14,0.3499,0.3441,16
0.018,1.15,12,0.3,0.09,0.3499,0.3441,16
0.018,1.15,12,0.3,0.11,0.3499,0.3441,16
0.018,1.15,12,0.3,0.12,0.3499,0.3441,16
0.018,1.15,12,0.3,0.14,0.3499,0.3441,16
0.018,1.15,12,0.32,0.09,0.3499,0.3441,16
0.018,1.15,12,0.32,0.11,0.3499,0.3441,16
0.018,1.15,12,0.32,0.12,0.3499,0.3441,16
0.018,1.15,12,0.32,0.14,0.3499,0.3441,16
0.018,1.15,12,0.35,0.09,0.3499,0.3441,16
0.018,1.15,12,0.35,0.11,0.3499,0.3441,16
0.018,1.15,12,0.35,0.12,0.3499,0.3441,16
0.018,1.15,12,0.35,0.14,0.3499,0.3441,16
0.015,1.05,10,0.26,0.11,0.3497,0.3548,28
0.015,1.05,10,0.26,0.12,0.3497,0.3548,28
0.015,1.05,10,0.26,0.14,0.3497,0.3548,28
0.015,1.05,10,0.28,0.11,0.3497,0.3548,27
0.015,1.05,10,0.28,0.12,0.3497,0.3548,27
0.015,1.05,10,0.28,0.14,0.3497,0.3548,27
0.015,1.05,10,0.3,0.11,0.3497,0.3548,27
0.015,1.05,10,0.3,0.12,0.3497,0.3548,27
0.015,1.05,10,0.3,0.14,0.3497,0.3548,27
0.015,1.05,10,0.32,0.11,0.3497,0.3548,27
0.015,1.05,10,0.32,0.12,0.3497,0.3548,27
0.015,1.05,10,0.32,0.14,0.3497,0.3548,27
0.015,1.05,10,0.35,0.11,0.3497,0.3548,27
0.015,1.05,10,0.35,0.12,0.3497,0.3548,27
0.015,1.05,10,0.35,0.14,0.3497,0.3548,27
0.018,1.0,12,0.26,0.09,0.3496,0.3548,16
0.018,1.0,12,0.26,0.11,0.3496,0.3548,16
0.018,1.0,12,0.26,0.12,0.3496,0.3548,16
0.018,1.0,12,0.26,0.14,0.3496,0.3548,16
0.018,1.0,12,0.28,0.09,0.3496,0.3548,16
0.018,1.0,12,0.28,0.11,0.3496,0.3548,16
0.018,1.0,12,0.28,0.12,0.3496,0.3548,16
0.018,1.0,12,0.28,0.14,0.3496,0.3548,16
0.018,1.0,12,0.3,0.09,0.3496,0.3548,16
0.018,1.0,12,0.3,0.11,0.3496,0.3548,16
0.018,1.0,12,0.3,0.12,0.3496,0.3548,16
0.018,1.0,12,0.3,0.14,0.3496,0.3548,16
0.018,1.0,12,0.32,0.09,0.3496,0.3548,16
0.018,1.0,12,0.32,0.11,0.3496,0.3548,16
0.018,1.0,12,0.32,0.12,0.3496,0.3548,16
0.018,1.0,12,0.32,0.14,0.3496,0.3548,16
0.018,1.0,12,0.35,0.09,0.3496,0.3548,16
0.018,1.0,12,0.35,0.11,0.3496,0.3548,16
0.018,1.0,12,0.35,0.12,0.3496,0.3548,16
0.018,1.0,12,0.35,0.14,0.3496,0.3548,16
0.015,1.0,10,0.26,0.09,0.3466,0.3548,30
0.015,1.0,10,0.28,0.09,0.3466,0.3548,29
0.015,1.0,10,0.3,0.09,0.3466,0.3548,29
0.015,1.0,10,0.32,0.09,0.3466,0.3548,29
0.015,1.0,10,0.35,0.09,0.3466,0.3548,29
0.02,1.15,12,0.28,0.09,0.3462,0.3333,13
0.02,1.15,12,0.28,0.11,0.3462,0.3333,13
0.02,1.15,12,0.28,0.12,0.3462,0.3333,13
0.02,1.15,12,0.28,0.14,0.3462,0.3333,13
0.02,1.15,12,0.3,0.09,0.3462,0.3333,13
0.02,1.15,12,0.3,0.11,0.3462,0.3333,13
0.02,1.15,12,0.3,0.12,0.3462,0.3333,13
0.02,1.15,12,0.3,0.14,0.3462,0.3333,13
0.02,1.15,12,0.32,0.09,0.3462,0.3333,13
0.02,1.15,12,0.32,0.11,0.3462,0.3333,13
0.02,1.15,12,0.32,0.12,0.3462,0.3333,13
0.02,1.15,12,0.32,0.14,0.3462,0.3333,13
0.02,1.15,12,0.35,0.09,0.3462,0.3333,13
0.02,1.15,12,0.35,0.11,0.3462,0.3333,13
0.02,1.15,12,0.35,0.12,0.3462,0.3333,13
0.02,1.15,12,0.35,0.14,0.3462,0.3333,13
0.02,1.05,12,0.26,0.09,0.3454,0.3333,13
0.02,1.05,12,0.26,0.11,0.3454,0.3333,13
0.02,1.05,12,0.26,0.12,0.3454,0.3333,13
0.02,1.05,12,0.26,0.14,0.3454,0.3333,13
0.02,1.05,12,0.28,0.09,0.3454,0.3333,13
0.02,1.05,12,0.28,0.11,0.3454,0.3333,13
0.02,1.05,12,0.28,0.12,0.3454,0.3333,13
0.02,1.05,12,0.28,0.14,0.3454,0.3333,13
0.02,1.05,12,0.3,0.09,0.3454,0.3333,13
0.02,1.05,12,0.3,0.11,0.3454,0.3333,13
0.02,1.05,12,0.3,0.12,0.3454,0.3333,13
0.02,1.05,12,0.3,0.14,0.3454,0.3333,13
0.02,1.05,12,0.32,0.09,0.3454,0.3333,13
0.02,1.05,12,0.32,0.11,0.3454,0.3333,13
0.02,1.05,12,0.32,0.12,0.3454,0.3333,13
0.02,1.05,12,0.32,0.14,0.3454,0.3333,13
0.02,1.05,12,0.35,0.09,0.3454,0.3333,13
0.02,1.05,12,0.35,0.11,0.3454,0.3333,13
0.02,1.05,12,0.35,0.12,0.3454,0.3333,13
0.02,1.05,12,0.35,0.14,0.3454,0.3333,13
0.015,1.0,8,0.35,0.11,0.345,0.3548,45
0.015,1.0,8,0.35,0.12,0.345,0.3548,45
0.015,1.0,8,0.28,0.09,0.3443,0.3548,45
0.015,1.0,8,0.3,0.09,0.3443,0.3548,45
0.015,1.0,8,0.32,0.09,0.3443,0.3548,45
0.015,1.1,8,0.35,0.09,0.3427,0.3441,37
0.015,1.15,8,0.35,0.09,0.3427,0.3441,35
0.015,1.05,8,0.35,0.09,0.3422,0.3441,40
0.015,1.1,10,0.26,0.09,0.3406,0.3441,26
0.015,1.1,10,0.28,0.09,0.3406,0.3441,25
0.015,1.1,10,0.3,0.09,0.3406,0.3441,25
0.015,1.1,10,0.32,0.09,0.3406,0.3441,25
0.015,1.1,10,0.35,0.09,0.3406,0.3441,25
0.015,1.15,10,0.26,0.09,0.3406,0.3441,23
0.015,1.15,10,0.28,0.11,0.3406,0.3441,22
0.015,1.15,10,0.28,0.12,0.3406,0.3441,22
0.015,1.15,10,0.28,0.14,0.3406,0.3441,22
0.015,1.15,10,0.3,0.11,0.3406,0.3441,22
0.015,1.15,10,0.3,0.12,0.3406,0.3441,22
0.015,1.15,10,0.3,0.14,0.3406,0.3441,22
0.015,1.15,10,0.32,0.11,0.3406,0.3441,22
0.015,1.15,10,0.32,0.12,0.3406,0.3441,22
0.015,1.15,10,0.32,0.14,0.3406,0.3441,22
0.015,1.15,10,0.35,0.11,0.3406,0.3441,22
0.015,1.15,10,0.35,0.12,0.3406,0.3441,22
0.015,1.15,10,0.35,0.14,0.3406,0.3441,22
0.015,1.05,10,0.26,0.09,0.34,0.3441,28
0.015,1.05,10,0.28,0.09,0.34,0.3441,27
0.015,1.05,10,0.3,0.09,0.34,0.3441,27
0.015,1.05,10,0.32,0.09,0.34,0.3441,27
0.015,1.05,10,0.35,0.09,0.34,0.3441,27
0.015,1.0,8,0.35,0.09,0.3355,0.3441,45
0.015,1.15,10,0.28,0.09,0.3311,0.3333,22
0.015,1.15,10,0.3,0.09,0.3311,0.3333,22
0.015,1.15,10,0.32,0.09,0.3311,0.3333,22
0.015,1.15,10,0.35,0.09,0.3311,0.3333,22
0.015,1.05,12,0.26,0.11,0.3261,0.3226,20
0.015,1.05,12,0.26,0.12,0.3261,0.3226,20
0.015,1.05,12,0.26,0.14,0.3261,0.3226,20
0.015,1.05,12,0.28,0.11,0.3261,0.3226,20
0.015,1.05,12,0.28,0.12,0.3261,0.3226,20
0.015,1.05,12,0.28,0.14,0.3261,0.3226,20
0.015,1.05,12,0.3,0.11,0.3261,0.3226,20
0.015,1.05,12,0.3,0.12,0.3261,0.3226,20
0.015,1.05,12,0.3,0.14,0.3261,0.3226,20
0.015,1.05,12,0.32,0.11,0.3261,0.3226,20
0.015,1.05,12,0.32,0.12,0.3261,0.3226,20
0.015,1.05,12,0.32,0.14,0.3261,0.3226,20
0.015,1.05,12,0.35,0.11,0.3261,0.3226,20
0.015,1.05,12,0.35,0.12,0.3261,0.3226,20
0.015,1.05,12,0.35,0.14,0.3261,0.3226,20
0.015,1.1,12,0.26,0.11,0.3259,0.3226,19
0.015,1.1,12,0.26,0.12,0.3259,0.3226,19
0.015,1.1,12,0.26,0.14,0.3259,0.3226,19
0.015,1.1,12,0.28,0.11,0.3259,0.3226,19
0.015,1.1,12,0.28,0.12,0.3259,0.3226,19
0.015,1.1,12,0.28,0.14,0.3259,0.3226,19
0.015,1.1,12,0.3,0.11,0.3259,0.3226,19
0.015,1.1,12,0.3,0.12,0.3259,0.3226,19
0.015,1.1,12,0.3,0.14,0.3259,0.3226,19
0.015,1.1,12,0.32,0.11,0.3259,0.3226,19
0.015,1.1,12,0.32,0.12,0.3259,0.3226,19
0.015,1.1,12,0.32,0.14,0.3259,0.3226,19
0.015,1.1,12,0.35,0.11,0.3259,0.3226,19
0.015,1.1,12,0.35,0.12,0.3259,0.3226,19
0.015,1.1,12,0.35,0.14,0.3259,0.3226,19
0.015,1.15,12,0.26,0.11,0.3259,0.3226,18
0.015,1.15,12,0.26,0.12,0.3259,0.3226,18
0.015,1.15,12,0.26,0.14,0.3259,0.3226,18
0.015,1.15,12,0.28,0.11,0.3163,0.3118,18
0.015,1.15,12,0.28,0.12,0.3163,0.3118,18
0.015,1.15,12,0.28,0.14,0.3163,0.3118,18
0.015,1.15,12,0.3,0.11,0.3163,0.3118,18
0.015,1.15,12,0.3,0.12,0.3163,0.3118,18
0.015,1.15,12,0.3,0.14,0.3163,0.3118,18
0.015,1.15,12,0.32,0.11,0.3163,0.3118,18
0.015,1.15,12,0.32,0.12,0.3163,0.3118,18
0.015,1.15,12,0.32,0.14,0.3163,0.3118,18
0.015,1.15,12,0.35,0.11,0.3163,0.3118,18
0.015,1.15,12,0.35,0.12,0.3163,0.3118,18
0.015,1.15,12,0.35,0.14,0.3163,0.3118,18
0.015,1.05,12,0.26,0.09,0.3157,0.3118,20
0.015,1.05,12,0.28,0.09,0.3157,0.3118,20
0.015,1.05,12,0.3,0.09,0.3157,0.3118,20
0.015,1.05,12,0.32,0.09,0.3157,0.3118,20
0.015,1.05,12,0.35,0.09,0.3157,0.3118,20
0.015,1.1,12,0.26,0.09,0.3157,0.3118,19
0.015,1.1,12,0.28,0.09,0.3157,0.3118,19
0.015,1.1,12,0.3,0.09,0.3157,0.3118,19
0.015,1.1,12,0.32,0.09,0.3157,0.3118,19
0.015,1.1,12,0.35,0.09,0.3157,0.3118,19
0.015,1.15,12,0.26,0.09,0.3157,0.3118,18
0.02,1.0,12,0.26,0.09,0.3123,0.3118,13
0.02,1.0,12,0.26,0.11,0.3123,0.3118,13
0.02,1.0,12,0.26,0.12,0.3123,0.3118,13
0.02,1.0,12,0.26,0.14,0.3123,0.3118,13
0.02,1.0,12,0.28,0.09,0.3123,0.3118,13
0.02,1.0,12,0.28,0.11,0.3123,0.3118,13
0.02,1.0,12,0.28,0.12,0.3123,0.3118,13
0.02,1.0,12,0.28,0.14,0.3123,0.3118,13
0.02,1.0,12,0.3,0.09,0.3123,0.3118,13
0.02,1.0,12,0.3,0.11,0.3123,0.3118,13
0.02,1.0,12,0.3,0.12,0.3123,0.3118,13
0.02,1.0,12,0.3,0.14,0.3123,0.3118,13
0.02,1.0,12,0.32,0.09,0.3123,0.3118,13
0.02,1.0,12,0.32,0.11,0.3123,0.3118,13
0.02,1.0,12,0.32,0.12,0.3123,0.3118,13
0.02,1.0,12,0.32,0.14,0.3123,0.3118,13
0.02,1.0,12,0.35,0.09,0.3123,0.3118,13
0.02,1.0,12,0.35,0.11,0.3123,0.3118,13
0.02,1.0,12,0.35,0.12,0.3123,0.3118,13
0.02,1.0,12,0.35,0.14,0.3123,0.3118,13
0.015,1.15,12,0.28,0.09,0.3061,0.3011,18
0.015,1.15,12,0.3,0.09,0.3061,0.3011,18
0.015,1.15,12,0.32,0.09,0.3061,0.3011,18
0.015,1.15,12,0.35,0.09,0.3061,0.3011,18
0.015,1.0,12,0.26,0.11,0.3002,0.3011,20
0.015,1.0,12,0.26,0.12,0.3002,0.3011,20
0.015,1.0,12,0.26,0.14,0.3002,0.3011,20
0.015,1.0,12,0.28,0.11,0.3002,0.3011,20
0.015,1.0,12,0.28,0.12,0.3002,0.3011,20
0.015,1.0,12,0.28,0.14,0.3002,0.3011,20
0.015,1.0,12,0.3,0.11,0.3002,0.3011,20
0.015,1.0,12,0.3,0.12,0.3002,0.3011,20
0.015,1.0,12,0.3,0.14,0.3002,0.3011,20
0.015,1.0,12,0.32,0.11,0.3002,0.3011,20
0.015,1.0,12,0.32,0.12,0.3002,0.3011,20
0.015,1.0,12,0.32,0.14,0.3002,0.3011,20
0.015,1.0,12,0.35,0.11,0.3002,0.3011,20
0.015,1.0,12,0.35,0.12,0.3002,0.3011,20
0.015,1.0,12,0.35,0.14,0.3002,0.3011,20
0.015,1.0,12,0.26,0.09,0.2903,0.2903,20
0.015,1.0,12,0.28,0.09,0.2903,0.2903,20
0.015,1.0,12,0.3,0.09,0.2903,0.2903,20
0.015,1.0,12,0.32,0.09,0.2903,0.2903,20
0.015,1.0,12,0.35,0.09,0.2903,0.2903,20
