vel_start,dom_ratio,punch_cd,ew_hook,up_vel,wf1,acc,fp
0.018,1.05,6,0.26,0.09,0.4414,0.4516,45
0.018,1.05,6,0.26,0.11,0.4414,0.4516,45
0.018,1.05,6,0.26,0.12,0.4414,0.4516,45
0.018,1.05,6,0.26,0.14,0.4414,0.4516,45
0.018,1.1,6,0.26,0.09,0.4414,0.4516,40
0.018,1.1,6,0.26,0.11,0.4414,0.4516,40
0.018,1.1,6,0.26,0.12,0.4414,0.4516,40
0.018,1.1,6,0.26,0.14,0.4414,0.4516,40
0.018,1.15,6,0.26,0.09,0.4414,0.4516,39
0.018,1.15,6,0.26,0.11,0.4414,0.4516,39
0.018,1.15,6,0.26,0.12,0.4414,0.4516,39
0.018,1.15,6,0.26,0.14,0.4414,0.4516,39
0.022,1.15,8,0.26,0.09,0.4384,0.4409,24
0.022,1.15,8,0.26,0.11,0.4384,0.4409,24
0.022,1.15,8,0.26,0.12,0.4384,0.4409,24
0.022,1.15,8,0.26,0.14,0.4384,0.4409,24
0.022,1.15,8,0.35,0.11,0.4358,0.4301,25
0.022,1.15,8,0.35,0.12,0.4358,0.4301,25
0.022,1.15,8,0.35,0.14,0.4358,0.4301,25
0.018,1.05,6,0.28,0.09,0.433,0.4409,45
0.018,1.05,6,0.28,0.11,0.433,0.4409,45
0.018,1.05,6,0.28,0.12,0.433,0.4409,45
0.018,1.05,6,0.28,0.14,0.433,0.4409,45
0.018,1.1,6,0.28,0.09,0.433,0.4409,40
0.018,1.1,6,0.28,0.11,0.433,0.4409,40
0.018,1.1,6,0.28,0.12,0.433,0.4409,40
0.018,1.1,6,0.28,0.14,0.433,0.4409,40
0.018,1.15,6,0.28,0.09,0.433,0.4409,39
0.018,1.15,6,0.28,0.11,0.433,0.4409,39
0.018,1.15,6,0.28,0.12,0.433,0.4409,39
0.018,1.15,6,0.28,0.14,0.433,0.4409,39
0.022,1.15,8,0.35,0.09,0.4321,0.4301,25
0.022,1.15,8,0.28,0.09,0.4309,0.4301,24
0.022,1.15,8,0.28,0.11,0.4309,0.4301,24
0.022,1.15,8,0.28,0.12,0.4309,0.4301,24
0.022,1.15,8,0.28,0.14,0.4309,0.4301,24
0.022,1.15,8,0.3,0.09,0.4309,0.4301,24
0.022,1.15,8,0.3,0.11,0.4309,0.4301,24
0.022,1.15,8,0.3,0.12,0.4309,0.4301,24
0.022,1.15,8,0.3,0.14,0.4309,0.4301,24
0.022,1.15,8,0.32,0.09,0.4309,0.4301,24
0.022,1.15,8,0.32,0.11,0.4309,0.4301,24
0.022,1.15,8,0.32,0.12,0.4309,0.4301,24
0.022,1.15,8,0.32,0.14,0.4309,0.4301,24
0.018,1.0,6,0.26,0.14,0.4278,0.4516,49
0.022,1.15,6,0.26,0.09,0.4277,0.4409,31
0.022,1.15,6,0.26,0.11,0.4277,0.4409,31
0.022,1.15,6,0.26,0.12,0.4277,0.4409,31
0.022,1.15,6,0.26,0.14,0.4277,0.4409,31
0.025,1.15,8,0.35,0.11,0.4276,0.4194,21
0.025,1.15,8,0.35,0.12,0.4276,0.4194,21
0.025,1.15,8,0.35,0.14,0.4276,0.4194,21
0.022,1.1,8,0.35,0.11,0.4271,0.4301,27
0.022,1.1,8,0.35,0.12,0.4271,0.4301,27
0.022,1.1,8,0.35,0.14,0.4271,0.4301,27
0.022,1.15,10,0.26,0.09,0.4269,0.4086,17
0.022,1.15,10,0.26,0.11,0.4269,0.4086,17
0.022,1.15,10,0.26,0.12,0.4269,0.4086,17
0.022,1.15,10,0.26,0.14,0.4269,0.4086,17
0.025,1.15,8,0.26,0.09,0.4251,0.4194,20
0.025,1.15,8,0.26,0.11,0.4251,0.4194,20
0.025,1.15,8,0.26,0.12,0.4251,0.4194,20
0.025,1.15,8,0.26,0.14,0.4251,0.4194,20
0.025,1.15,8,0.28,0.09,0.4251,0.4194,20
0.025,1.15,8,0.28,0.11,0.4251,0.4194,20
0.025,1.15,8,0.28,0.12,0.4251,0.4194,20
0.025,1.15,8,0.28,0.14,0.4251,0.4194,20
0.025,1.15,8,0.3,0.09,0.4251,0.4194,20
0.025,1.15,8,0.3,0.11,0.4251,0.4194,20
0.025,1.15,8,0.3,0.12,0.4251,0.4194,20
0.025,1.15,8,0.3,0.14,0.4251,0.4194,20
0.025,1.15,8,0.32,0.09,0.4251,0.4194,20
0.025,1.15,8,0.32,0.11,0.4251,0.4194,20
0.025,1.15,8,0.32,0.12,0.4251,0.4194,20
0.025,1.15,8,0.32,0.14,0.4251,0.4194,20
0.022,1.15,6,0.35,0.11,0.425,0.4301,33
0.022,1.15,6,0.35,0.12,0.425,0.4301,33
0.022,1.15,6,0.35,0.14,0.425,0.4301,33
0.018,1.05,6,0.3,0.09,0.4244,0.4301,45
0.018,1.05,6,0.3,0.11,0.4244,0.4301,45
0.018,1.05,6,0.3,0.12,0.4244,0.4301,45
0.018,1.05,6,0.3,0.14,0.4244,0.4301,45
0.018,1.1,6,0.3,0.09,0.4244,0.4301,40
0.018,1.1,6,0.3,0.11,0.4244,0.4301,40
0.018,1.1,6,0.3,0.12,0.4244,0.4301,40
0.018,1.1,6,0.3,0.14,0.4244,0.4301,40
0.018,1.15,6,0.3,0.09,0.4244,0.4301,39
0.018,1.15,6,0.3,0.11,0.4244,0.4301,39
0.018,1.15,6,0.3,0.12,0.4244,0.4301,39
0.018,1.15,6,0.3,0.14,0.4244,0.4301,39
0.025,1.15,8,0.35,0.09,0.4242,0.4194,21
0.022,1.1,8,0.35,0.09,0.4237,0.4301,27
0.022,1.15,6,0.32,0.09,0.4227,0.4301,33
0.022,1.15,6,0.32,0.11,0.4227,0.4301,33
0.022,1.15,6,0.32,0.12,0.4227,0.4301,33
0.022,1.15,6,0.32,0.14,0.4227,0.4301,33
0.022,1.1,8,0.26,0.09,0.4225,0.4301,26
0.022,1.1,8,0.26,0.11,0.4225,0.4301,26
0.022,1.1,8,0.26,0.12,0.4225,0.4301,26
0.022,1.1,8,0.26,0.14,0.4225,0.4301,26
0.022,1.1,8,0.28,0.09,0.4225,0.4301,26
0.022,1.1,8,0.28,0.11,0.4225,0.4301,26
0.022,1.1,8,0.28,0.12,0.4225,0.4301,26
0.022,1.1,8,0.28,0.14,0.4225,0.4301,26
0.022,1.1,8,0.3,0.09,0.4225,0.4301,26
0.022,1.1,8,0.3,0.11,0.4225,0.4301,26
0.022,1.1,8,0.3,0.12,0.4225,0.4301,26
0.022,1.1,8,0.3,0.14,0.4225,0.4301,26
0.022,1.1,8,0.32,0.09,0.4225,0.4301,26
0.022,1.1,8,0.32,0.11,0.4225,0.4301,26
0.022,1.1,8,0.32,0.12,0.4225,0.4301,26
0.022,1.1,8,0.32,0.14,0.4225,0.4301,26
0.025,1.15,6,0.35,0.11,0.4216,0.4194,26
0.025,1.15,6,0.35,0.12,0.4216,0.4194,26
0.025,1.15,6,0.35,0.14,0.4216,0.4194,26
0.022,1.15,6,0.35,0.09,0.4214,0.4301,33
0.022,1.15,10,0.35,0.11,0.4212,0.3978,18
0.022,1.15,10,0.35,0.12,0.4212,0.3978,18
0.022,1.15,10,0.35,0.14,0.4212,0.3978,18
0.018,1.0,6,0.28,0.14,0.4205,0.4409,49
0.022,1.05,8,0.35,0.11,0.4205,0.4301,27
0.022,1.05,8,0.35,0.12,0.4205,0.4301,27
0.022,1.05,8,0.35,0.14,0.4205,0.4301,27
0.022,1.15,6,0.28,0.09,0.4204,0.4301,31
0.022,1.15,6,0.28,0.11,0.4204,0.4301,31
0.022,1.15,6,0.28,0.12,0.4204,0.4301,31
0.022,1.15,6,0.28,0.14,0.4204,0.4301,31
0.022,1.15,6,0.3,0.09,0.4204,0.4301,32
0.022,1.15,6,0.3,0.11,0.4204,0.4301,32
0.022,1.15,6,0.3,0.12,0.4204,0.4301,32
0.022,1.15,6,0.3,0.14,0.4204,0.4301,32
0.025,1.15,6,0.26,0.09,0.419,0.4194,25
0.025,1.15,6,0.26,0.11,0.419,0.4194,25
0.025,1.15,6,0.26,0.12,0.419,0.4194,25
0.025,1.15,6,0.26,0.14,0.419,0.4194,25
0.025,1.15,6,0.28,0.09,0.419,0.4194,25
0.025,1.15,6,0.28,0.11,0.419,0.4194,25
0.025,1.15,6,0.28,0.12,0.419,0.4194,25
0.025,1.15,6,0.28,0.14,0.419,0.4194,25
0.025,1.15,6,0.3,0.09,0.419,0.4194,25
0.025,1.15,6,0.3,0.11,0.419,0.4194,25
0.025,1.15,6,0.3,0.12,0.419,0.4194,25
0.025,1.15,6,0.3,0.14,0.419,0.4194,25
0.025,1.15,6,0.32,0.09,0.419,0.4194,25
0.025,1.15,6,0.32,0.11,0.419,0.4194,25
0.025,1.15,6,0.32,0.12,0.419,0.4194,25
0.025,1.15,6,0.32,0.14,0.419,0.4194,25
0.022,1.1,6,0.35,0.11,0.4188,0.4301,35
0.022,1.1,6,0.35,0.12,0.4188,0.4301,35
0.022,1.1,6,0.35,0.14,0.4188,0.4301,35
0.022,1.15,10,0.35,0.09,0.4186,0.3978,18
0.02,1.1,6,0.26,0.09,0.4185,0.4194,34
0.02,1.1,6,0.26,0.11,0.4185,0.4194,34
0.02,1.1,6,0.26,0.12,0.4185,0.4194,34
0.02,1.1,6,0.26,0.14,0.4185,0.4194,34
0.02,1.15,6,0.26,0.09,0.4185,0.4194,33
0.02,1.15,6,0.26,0.11,0.4185,0.4194,33
0.02,1.15,6,0.26,0.12,0.4185,0.4194,33
0.02,1.15,6,0.26,0.14,0.4185,0.4194,33
0.025,1.15,6,0.35,0.09,0.4181,0.4194,26
0.022,1.0,8,0.35,0.14,0.418,0.4301,27
0.025,1.15,10,0.26,0.09,0.4177,0.3978,15
0.025,1.15,10,0.26,0.11,0.4177,0.3978,15
0.025,1.15,10,0.26,0.12,0.4177,0.3978,15
0.025,1.15,10,0.26,0.14,0.4177,0.3978,15
0.018,1.0,6,0.26,0.09,0.4176,0.4409,49
0.018,1.0,6,0.26,0.11,0.4176,0.4409,49
0.018,1.0,6,0.26,0.12,0.4176,0.4409,49
0.022,1.15,10,0.28,0.09,0.4176,0.3978,17
0.022,1.15,10,0.28,0.11,0.4176,0.3978,17
0.022,1.15,10,0.28,0.12,0.4176,0.3978,17
0.022,1.15,10,0.28,0.14,0.4176,0.3978,17
0.022,1.15,10,0.3,0.09,0.4176,0.3978,17
0.022,1.15,10,0.3,0.11,0.4176,0.3978,17
0.022,1.15,10,0.3,0.12,0.4176,0.3978,17
0.022,1.15,10,0.3,0.14,0.4176,0.3978,17
0.022,1.15,10,0.32,0.09,0.4176,0.3978,17
0.022,1.15,10,0.32,0.11,0.4176,0.3978,17
0.022,1.15,10,0.32,0.12,0.4176,0.3978,17
0.022,1.15,10,0.32,0.14,0.4176,0.3978,17
0.025,1.15,10,0.35,0.11,0.4175,0.3978,16
0.025,1.15,10,0.35,0.12,0.4175,0.3978,16
0.025,1.15,10,0.35,0.14,0.4175,0.3978,16
0.022,1.05,8,0.35,0.09,0.4171,0.4301,27
0.022,1.1,6,0.32,0.09,0.4165,0.4301,35
0.022,1.1,6,0.32,0.11,0.4165,0.4301,35
0.022,1.1,6,0.32,0.12,0.4165,0.4301,35
0.022,1.1,6,0.32,0.14,0.4165,0.4301,35
0.025,1.0,8,0.35,0.14,0.4164,0.4194,23
0.025,1.15,10,0.28,0.09,0.4162,0.3978,15
0.025,1.15,10,0.28,0.11,0.4162,0.3978,15
0.025,1.15,10,0.28,0.12,0.4162,0.3978,15
0.025,1.15,10,0.28,0.14,0.4162,0.3978,15
0.025,1.15,10,0.3,0.09,0.4162,0.3978,15
0.025,1.15,10,0.3,0.11,0.4162,0.3978,15
0.025,1.15,10,0.3,0.12,0.4162,0.3978,15
0.025,1.15,10,0.3,0.14,0.4162,0.3978,15
0.025,1.15,10,0.32,0.09,0.4162,0.3978,15
0.025,1.15,10,0.32,0.11,0.4162,0.3978,15
0.025,1.15,10,0.32,0.12,0.4162,0.3978,15
0.025,1.15,10,0.32,0.14,0.4162,0.3978,15
0.022,1.05,8,0.26,0.09,0.4156,0.4301,26
0.022,1.05,8,0.26,0.11,0.4156,0.4301,26
0.022,1.05,8,0.26,0.12,0.4156,0.4301,26
0.022,1.05,8,0.26,0.14,0.4156,0.4301,26
0.022,1.05,8,0.28,0.09,0.4156,0.4301,26
0.022,1.05,8,0.28,0.11,0.4156,0.4301,26
0.022,1.05,8,0.28,0.12,0.4156,0.4301,26
0.022,1.05,8,0.28,0.14,0.4156,0.4301,26
0.022,1.05,8,0.3,0.09,0.4156,0.4301,26
0.022,1.05,8,0.3,0.11,0.4156,0.4301,26
0.022,1.05,8,0.3,0.12,0.4156,0.4301,26
0.022,1.05,8,0.3,0.14,0.4156,0.4301,26
0.022,1.05,8,0.32,0.09,0.4156,0.4301,26
0.022,1.05,8,0.32,0.11,0.4156,0.4301,26
0.022,1.05,8,0.32,0.12,0.4156,0.4301,26
0.022,1.05,8,0.32,0.14,0.4156,0.4301,26
0.018,1.05,6,0.32,0.09,0.4154,0.4194,45
0.018,1.05,6,0.32,0.11,0.4154,0.4194,45
0.018,1.05,6,0.32,0.12,0.4154,0.4194,45
0.018,1.05,6,0.32,0.14,0.4154,0.4194,45
0.018,1.05,6,0.35,0.09,0.4154,0.4194,45
0.018,1.05,6,0.35,0.11,0.4154,0.4194,45
0.018,1.05,6,0.35,0.12,0.4154,0.4194,45
0.018,1.05,6,0.35,0.14,0.4154,0.4194,45
0.018,1.1,6,0.32,0.09,0.4154,0.4194,40
0.018,1.1,6,0.32,0.11,0.4154,0.4194,40
0.018,1.1,6,0.32,0.12,0.4154,0.4194,40
0.018,1.1,6,0.32,0.14,0.4154,0.4194,40
0.018,1.1,6,0.35,0.09,0.4154,0.4194,40
0.018,1.1,6,0.35,0.11,0.4154,0.4194,40
0.018,1.1,6,0.35,0.12,0.4154,0.4194,40
0.018,1.1,6,0.35,0.14,0.4154,0.4194,40
0.018,1.15,6,0.32,0.09,0.4154,0.4194,39
0.018,1.15,6,0.32,0.11,0.4154,0.4194,39
0.018,1.15,6,0.32,0.12,0.4154,0.4194,39
0.018,1.15,6,0.32,0.14,0.4154,0.4194,39
0.018,1.15,6,0.35,0.09,0.4154,0.4194,39
0.018,1.15,6,0.35,0.11,0.4154,0.4194,39
0.018,1.15,6,0.35,0.12,0.4154,0.4194,39
0.018,1.15,6,0.35,0.14,0.4154,0.4194,39
0.022,1.1,6,0.35,0.09,0.4153,0.4301,35
0.025,1.15,10,0.35,0.09,0.4151,0.3978,16
0.02,1.05,6,0.26,0.09,0.4147,0.4194,38
0.02,1.05,6,0.26,0.11,0.4147,0.4194,38
0.02,1.05,6,0.26,0.12,0.4147,0.4194,38
0.02,1.05,6,0.26,0.14,0.4147,0.4194,38
0.022,1.1,6,0.26,0.09,0.4142,0.4301,33
0.022,1.1,6,0.26,0.11,0.4142,0.4301,33
0.022,1.1,6,0.26,0.12,0.4142,0.4301,33
0.022,1.1,6,0.26,0.14,0.4142,0.4301,33
0.022,1.1,6,0.28,0.09,0.4142,0.4301,33
0.022,1.1,6,0.28,0.11,0.4142,0.4301,33
0.022,1.1,6,0.28,0.12,0.4142,0.4301,33
0.022,1.1,6,0.28,0.14,0.4142,0.4301,33
0.022,1.1,6,0.3,0.09,0.4142,0.4301,34
0.022,1.1,6,0.3,0.11,0.4142,0.4301,34
0.022,1.1,6,0.3,0.12,0.4142,0.4301,34
0.022,1.1,6,0.3,0.14,0.4142,0.4301,34
0.025,1.0,8,0.26,0.14,0.4139,0.4194,22
0.025,1.0,8,0.28,0.14,0.4139,0.4194,22
0.025,1.0,8,0.3,0.14,0.4139,0.4194,22
0.025,1.0,8,0.32,0.14,0.4139,0.4194,22
0.022,1.0,8,0.26,0.14,0.4132,0.4301,26
0.022,1.0,8,0.28,0.14,0.4132,0.4301,26
0.022,1.0,8,0.3,0.14,0.4132,0.4301,26
0.022,1.0,8,0.32,0.14,0.4132,0.4301,26
0.025,1.1,8,0.35,0.11,0.4132,0.4086,22
0.025,1.1,8,0.35,0.12,0.4132,0.4086,22
0.025,1.1,8,0.35,0.14,0.4132,0.4086,22
0.018,1.0,6,0.3,0.14,0.413,0.4301,49
0.022,1.05,6,0.35,0.11,0.413,0.4301,36
0.022,1.05,6,0.35,0.12,0.413,0.4301,36
0.022,1.05,6,0.35,0.14,0.413,0.4301,36
0.022,1.1,10,0.35,0.11,0.4128,0.3978,20
0.022,1.1,10,0.35,0.12,0.4128,0.3978,20
0.022,1.1,10,0.35,0.14,0.4128,0.3978,20
0.025,1.1,8,0.26,0.09,0.4107,0.4086,21
0.025,1.1,8,0.26,0.11,0.4107,0.4086,21
0.025,1.1,8,0.26,0.12,0.4107,0.4086,21
0.025,1.1,8,0.26,0.14,0.4107,0.4086,21
0.025,1.1,8,0.28,0.09,0.4107,0.4086,21
0.025,1.1,8,0.28,0.11,0.4107,0.4086,21
0.025,1.1,8,0.28,0.12,0.4107,0.4086,21
0.025,1.1,8,0.28,0.14,0.4107,0.4086,21
0.025,1.1,8,0.3,0.09,0.4107,0.4086,21
0.025,1.1,8,0.3,0.11,0.4107,0.4086,21
0.025,1.1,8,0.3,0.12,0.4107,0.4086,21
0.025,1.1,8,0.3,0.14,0.4107,0.4086,21
0.025,1.1,8,0.32,0.09,0.4107,0.4086,21
0.025,1.1,8,0.32,0.11,0.4107,0.4086,21
0.025,1.1,8,0.32,0.12,0.4107,0.4086,21
0.025,1.1,8,0.32,0.14,0.4107,0.4086,21
0.022,1.05,6,0.32,0.09,0.4106,0.4301,36
0.022,1.05,6,0.32,0.11,0.4106,0.4301,36
0.022,1.05,6,0.32,0.12,0.4106,0.4301,36
0.022,1.05,6,0.32,0.14,0.4106,0.4301,36
0.022,1.0,6,0.35,0.14,0.4105,0.4301,38
0.022,1.1,10,0.35,0.09,0.4105,0.3978,20
0.025,1.05,8,0.35,0.11,0.4101,0.4086,22
0.025,1.05,8,0.35,0.12,0.4101,0.4086,22
0.025,1.05,8,0.35,0.14,0.4101,0.4086,22
0.018,1.0,6,0.28,0.09,0.41,0.4301,49
0.018,1.0,6,0.28,0.11,0.41,0.4301,49
0.018,1.0,6,0.28,0.12,0.41,0.4301,49
0.025,1.1,8,0.35,0.09,0.4099,0.4086,22
0.02,1.1,6,0.28,0.09,0.4098,0.4086,34
0.02,1.1,6,0.28,0.11,0.4098,0.4086,34
0.02,1.1,6,0.28,0.12,0.4098,0.4086,34
0.02,1.1,6,0.28,0.14,0.4098,0.4086,34
0.02,1.15,6,0.28,0.09,0.4098,0.4086,33
0.02,1.15,6,0.28,0.11,0.4098,0.4086,33
0.02,1.15,6,0.28,0.12,0.4098,0.4086,33
0.02,1.15,6,0.28,0.14,0.4098,0.4086,33
0.022,1.1,10,0.26,0.09,0.4096,0.3978,19
0.022,1.1,10,0.26,0.11,0.4096,0.3978,19
0.022,1.1,10,0.26,0.12,0.4096,0.3978,19
0.022,1.1,10,0.26,0.14,0.4096,0.3978,19
0.022,1.1,10,0.28,0.09,0.4096,0.3978,19
0.022,1.1,10,0.28,0.11,0.4096,0.3978,19
0.022,1.1,10,0.28,0.12,0.4096,0.3978,19
0.022,1.1,10,0.28,0.14,0.4096,0.3978,19
0.022,1.1,10,0.3,0.09,0.4096,0.3978,19
0.022,1.1,10,0.3,0.11,0.4096,0.3978,19
0.022,1.1,10,0.3,0.12,0.4096,0.3978,19
0.022,1.1,10,0.3,0.14,0.4096,0.3978,19
0.022,1.1,10,0.32,0.09,0.4096,0.3978,19
0.022,1.1,10,0.32,0.11,0.4096,0.3978,19
0.022,1.1,10,0.32,0.12,0.4096,0.3978,19
0.022,1.1,10,0.32,0.14,0.4096,0.3978,19
0.022,1.05,6,0.35,0.09,0.4095,0.4301,36
0.022,1.05,6,0.26,0.09,0.4083,0.4301,34
0.022,1.05,6,0.26,0.11,0.4083,0.4301,34
0.022,1.05,6,0.26,0.12,0.4083,0.4301,34
0.022,1.05,6,0.26,0.14,0.4083,0.4301,34
0.022,1.05,6,0.28,0.09,0.4083,0.4301,34
0.022,1.05,6,0.28,0.11,0.4083,0.4301,34
0.022,1.05,6,0.28,0.12,0.4083,0.4301,34
0.022,1.05,6,0.28,0.14,0.4083,0.4301,34
0.022,1.05,6,0.3,0.09,0.4083,0.4301,35
0.022,1.05,6,0.3,0.11,0.4083,0.4301,35
0.022,1.05,6,0.3,0.12,0.4083,0.4301,35
0.022,1.05,6,0.3,0.14,0.4083,0.4301,35
0.022,1.0,6,0.32,0.14,0.4081,0.4301,38
0.025,1.05,8,0.26,0.09,0.4076,0.4086,21
0.025,1.05,8,0.26,0.11,0.4076,0.4086,21
0.025,1.05,8,0.26,0.12,0.4076,0.4086,21
0.025,1.05,8,0.26,0.14,0.4076,0.4086,21
0.025,1.05,8,0.28,0.09,0.4076,0.4086,21
0.025,1.05,8,0.28,0.11,0.4076,0.4086,21
0.025,1.05,8,0.28,0.12,0.4076,0.4086,21
0.025,1.05,8,0.28,0.14,0.4076,0.4086,21
0.025,1.05,8,0.3,0.09,0.4076,0.4086,21
0.025,1.05,8,0.3,0.11,0.4076,0.4086,21
0.025,1.05,8,0.3,0.12,0.4076,0.4086,21
0.025,1.05,8,0.3,0.14,0.4076,0.4086,21
0.025,1.05,8,0.32,0.09,0.4076,0.4086,21
0.025,1.05,8,0.32,0.11,0.4076,0.4086,21
0.025,1.05,8,0.32,0.12,0.4076,0.4086,21
0.025,1.05,8,0.32,0.14,0.4076,0.4086,21
0.022,1.0,8,0.35,0.11,0.4074,0.4194,27
0.022,1.0,8,0.35,0.12,0.4074,0.4194,27
0.025,1.05,8,0.35,0.09,0.4068,0.4086,22
0.02,1.05,6,0.28,0.09,0.4063,0.4086,38
0.02,1.05,6,0.28,0.11,0.4063,0.4086,38
0.02,1.05,6,0.28,0.12,0.4063,0.4086,38
0.02,1.05,6,0.28,0.14,0.4063,0.4086,38
0.022,1.0,6,0.26,0.14,0.4058,0.4301,36
0.022,1.0,6,0.28,0.14,0.4058,0.4301,36
0.022,1.0,6,0.3,0.14,0.4058,0.4301,37
0.022,1.1,12,0.26,0.09,0.4058,0.3871,12
0.022,1.1,12,0.26,0.11,0.4058,0.3871,12
0.022,1.1,12,0.26,0.12,0.4058,0.3871,12
0.022,1.1,12,0.26,0.14,0.4058,0.3871,12
0.022,1.15,12,0.26,0.09,0.4058,0.3871,12
0.022,1.15,12,0.26,0.11,0.4058,0.3871,12
0.022,1.15,12,0.26,0.12,0.4058,0.3871,12
0.022,1.15,12,0.26,0.14,0.4058,0.3871,12
0.02,1.1,8,0.26,0.09,0.4057,0.3978,27
0.02,1.1,8,0.26,0.11,0.4057,0.3978,27
0.02,1.1,8,0.26,0.12,0.4057,0.3978,27
0.02,1.1,8,0.26,0.14,0.4057,0.3978,27
0.02,1.15,8,0.26,0.09,0.4057,0.3978,26
0.02,1.15,8,0.26,0.11,0.4057,0.3978,26
0.02,1.15,8,0.26,0.12,0.4057,0.3978,26
0.02,1.15,8,0.26,0.14,0.4057,0.3978,26
0.025,1.0,6,0.35,0.14,0.4054,0.4194,30
0.025,1.0,8,0.35,0.11,0.4053,0.4086,23
0.025,1.0,8,0.35,0.12,0.4053,0.4086,23
0.018,1.0,6,0.32,0.14,0.4051,0.4194,49
0.018,1.0,6,0.35,0.14,0.4051,0.4194,49
0.025,1.1,6,0.35,0.11,0.4047,0.4086,27
0.025,1.1,6,0.35,0.12,0.4047,0.4086,27
0.025,1.1,6,0.35,0.14,0.4047,0.4086,27
0.022,1.0,8,0.35,0.09,0.4041,0.4194,27
0.025,1.0,6,0.26,0.14,0.4029,0.4194,29
0.025,1.0,6,0.28,0.14,0.4029,0.4194,29
0.025,1.0,6,0.3,0.14,0.4029,0.4194,29
0.025,1.0,6,0.32,0.14,0.4029,0.4194,29
0.025,1.0,8,0.26,0.09,0.4028,0.4086,22
0.025,1.0,8,0.26,0.11,0.4028,0.4086,22
0.025,1.0,8,0.26,0.12,0.4028,0.4086,22
0.025,1.0,8,0.28,0.09,0.4028,0.4086,22
0.025,1.0,8,0.28,0.11,0.4028,0.4086,22
0.025,1.0,8,0.28,0.12,0.4028,0.4086,22
0.025,1.0,8,0.3,0.09,0.4028,0.4086,22
0.025,1.0,8,0.3,0.11,0.4028,0.4086,22
0.025,1.0,8,0.3,0.12,0.4028,0.4086,22
0.025,1.0,8,0.32,0.09,0.4028,0.4086,22
0.025,1.0,8,0.32,0.11,0.4028,0.4086,22
0.025,1.0,8,0.32,0.12,0.4028,0.4086,22
0.022,1.0,8,0.26,0.09,0.4026,0.4194,26
0.022,1.0,8,0.26,0.11,0.4026,0.4194,26
0.022,1.0,8,0.26,0.12,0.4026,0.4194,26
0.022,1.0,8,0.28,0.09,0.4026,0.4194,26
0.022,1.0,8,0.28,0.11,0.4026,0.4194,26
0.022,1.0,8,0.28,0.12,0.4026,0.4194,26
0.022,1.0,8,0.3,0.09,0.4026,0.4194,26
0.022,1.0,8,0.3,0.11,0.4026,0.4194,26
0.022,1.0,8,0.3,0.12,0.4026,0.4194,26
0.022,1.0,8,0.32,0.09,0.4026,0.4194,26
0.022,1.0,8,0.32,0.11,0.4026,0.4194,26
0.022,1.0,8,0.32,0.12,0.4026,0.4194,26
0.02,1.1,6,0.32,0.09,0.4024,0.3978,35
0.02,1.1,6,0.32,0.11,0.4024,0.3978,35
0.02,1.1,6,0.32,0.12,0.4024,0.3978,35
0.02,1.1,6,0.32,0.14,0.4024,0.3978,35
0.02,1.1,6,0.35,0.09,0.4024,0.3978,35
0.02,1.1,6,0.35,0.11,0.4024,0.3978,35
0.02,1.1,6,0.35,0.12,0.4024,0.3978,35
0.02,1.1,6,0.35,0.14,0.4024,0.3978,35
0.02,1.15,6,0.32,0.09,0.4024,0.3978,34
0.02,1.15,6,0.32,0.11,0.4024,0.3978,34
0.02,1.15,6,0.32,0.12,0.4024,0.3978,34
0.02,1.15,6,0.32,0.14,0.4024,0.3978,34
0.02,1.15,6,0.35,0.09,0.4024,0.3978,34
0.02,1.15,6,0.35,0.11,0.4024,0.3978,34
0.02,1.15,6,0.35,0.12,0.4024,0.3978,34
0.02,1.15,6,0.35,0.14,0.4024,0.3978,34
0.025,1.0,8,0.35,0.09,0.4023,0.4086,23
0.025,1.1,6,0.26,0.09,0.4023,0.4086,26
0.025,1.1,6,0.26,0.11,0.4023,0.4086,26
0.025,1.1,6,0.26,0.12,0.4023,0.4086,26
0.025,1.1,6,0.26,0.14,0.4023,0.4086,26
0.025,1.1,6,0.28,0.09,0.4023,0.4086,26
0.025,1.1,6,0.28,0.11,0.4023,0.4086,26
0.025,1.1,6,0.28,0.12,0.4023,0.4086,26
0.025,1.1,6,0.28,0.14,0.4023,0.4086,26
0.025,1.1,6,0.3,0.09,0.4023,0.4086,26
0.025,1.1,6,0.3,0.11,0.4023,0.4086,26
0.025,1.1,6,0.3,0.12,0.4023,0.4086,26
0.025,1.1,6,0.3,0.14,0.4023,0.4086,26
0.025,1.1,6,0.32,0.09,0.4023,0.4086,26
0.025,1.1,6,0.32,0.11,0.4023,0.4086,26
0.025,1.1,6,0.32,0.12,0.4023,0.4086,26
0.025,1.1,6,0.32,0.14,0.4023,0.4086,26
0.02,1.0,6,0.26,0.14,0.4022,0.4194,42
0.018,1.0,6,0.3,0.09,0.4021,0.4194,49
0.018,1.0,6,0.3,0.11,0.4021,0.4194,49
0.018,1.0,6,0.3,0.12,0.4021,0.4194,49
0.02,1.05,8,0.26,0.09,0.4021,0.3978,30
0.02,1.05,8,0.26,0.11,0.4021,0.3978,30
0.02,1.05,8,0.26,0.12,0.4021,0.3978,30
0.02,1.05,8,0.26,0.14,0.4021,0.3978,30
0.02,1.1,10,0.35,0.09,0.4019,0.3871,21
0.02,1.1,10,0.35,0.11,0.4019,0.3871,21
