frame,track_id,id_switch_count,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf
15,3,0,460.4302062988281,267.4495849609375,0.9824069738388062,467.0119934082031,257.533447265625,0.7412258982658386,452.79296875,254.60205078125,0.9883515238761902,470.535888671875,254.17202758789062,0.06265245378017426,424.3498229980469,245.66925048828125,0.9791528582572937,473.28082275390625,304.0608215332031,0.99489825963974,378.7340087890625,300.1541442871094,0.9980668425559998,488.26776123046875,378.21343994140625,0.9617694616317749,336.9305419921875,380.1184387207031,0.9937325119972229,503.34185791015625,419.95733642578125,0.9571671485900879,384.57769775390625,391.123291015625,0.990481972694397,461.05059814453125,460.8851623535156,0.999107301235199,391.3613586425781,459.1594543457031,0.9994480013847351,471.6280822753906,583.0889892578125,0.9980351328849792,366.219482421875,581.4961547851562,0.9988757967948914,488.9378356933594,704.0528564453125,0.9886323809623718,314.0042419433594,687.404541015625,0.992060661315918
16,3,0,460.5097961425781,267.45025634765625,0.9816436171531677,466.939208984375,257.5323181152344,0.7299916744232178,452.8760681152344,254.65628051757812,0.9880442023277283,470.3671875,254.18331909179688,0.060824956744909286,424.3608093261719,245.82977294921875,0.9791941046714783,473.2177429199219,303.9327697753906,0.9944907426834106,378.7710876464844,300.21905517578125,0.9981056451797485,488.5326232910156,377.8603820800781,0.9563850164413452,336.7445373535156,380.1629943847656,0.993735134601593,500.8952331542969,417.69940185546875,0.9505791068077087,384.97186279296875,391.02520751953125,0.9901250600814819,460.9573669433594,460.8117370605469,0.9990583062171936,391.219482421875,459.0862121582031,0.9994474053382874,471.6600036621094,582.9725952148438,0.9979413151741028,366.392578125,581.3367919921875,0.9988858103752136,489.2057800292969,703.8748168945312,0.988400936126709,313.82098388671875,686.1873168945312,0.9922377467155457
17,3,0,460.4580383300781,267.3839111328125,0.9832063913345337,466.9401550292969,257.4644775390625,0.7460440993309021,452.7738037109375,254.5792694091797,0.9888398051261902,470.3605041503906,254.23776245117188,0.06194727122783661,424.190673828125,245.83409118652344,0.9797820448875427,473.08587646484375,304.2142639160156,0.9951444268226624,378.8386535644531,300.3231506347656,0.9980959296226501,488.06866455078125,378.7740783691406,0.963912308216095,336.7682189941406,380.2725524902344,0.9938150644302368,503.9830627441406,420.70166015625,0.9597057104110718,384.48687744140625,391.4668884277344,0.9907389879226685,461.0008544921875,460.9227294921875,0.9991374015808105,391.4530334472656,459.2234191894531,0.9994564652442932,471.346435546875,582.6707763671875,0.9980921149253845,366.2708435058594,581.0841674804688,0.9988850951194763,489.419189453125,703.4912109375,0.9888625741004944,313.7797546386719,686.2398681640625,0.992090106010437
18,3,0,476.7141418457031,266.56829833984375,0.9881286025047302,484.14306640625,257.56884765625,0.8175290822982788,469.2892150878906,253.90573120117188,0.9919047355651855,488.1195068359375,255.72540283203125,0.07650110125541687,439.9979248046875,245.10023498535156,0.9794685244560242,488.1974792480469,307.8915710449219,0.9948681592941284,393.8848571777344,296.9298095703125,0.9970231652259827,502.4732666015625,382.4842224121094,0.9678018093109131,344.96551513671875,369.9195861816406,0.9894869327545166,491.9629211425781,392.29254150390625,0.9698955416679382,397.4317626953125,396.60302734375,0.9889714121818542,466.6354064941406,456.9851989746094,0.9977651834487915,397.6826477050781,453.0318603515625,0.9982631802558899,473.6136169433594,582.4356079101562,0.9930099248886108,372.87371826171875,579.4200439453125,0.9944177865982056,489.929443359375,709.6475219726562,0.9563466310501099,329.3110046386719,686.9472045898438,0.9598526358604431
19,3,0,481.0712585449219,267.2906494140625,0.9756898880004883,488.776611328125,258.00042724609375,0.7887118458747864,473.25726318359375,254.1378936767578,0.984066367149353,491.0009765625,255.84947204589844,0.10446594655513763,445.7868347167969,245.85690307617188,0.9634997248649597,489.62530517578125,306.70843505859375,0.9876283407211304,396.1991271972656,295.5550842285156,0.9958528280258179,501.15618896484375,379.7633361816406,0.9293138980865479,352.53875732421875,365.9517517089844,0.9883896112442017,495.2505187988281,394.4368591308594,0.9312376976013184,397.9168395996094,391.5823059082031,0.9835538864135742,466.58587646484375,456.8388671875,0.9971718192100525,398.792724609375,451.01861572265625,0.9982825517654419,473.0643310546875,579.3018188476562,0.9949038028717041,379.8582458496094,574.5396118164062,0.9970888495445251,486.49664306640625,707.11962890625,0.9795892834663391,334.672119140625,675.2715454101562,0.9861907958984375
20,3,0,481.07513427734375,267.2700500488281,0.9759004712104797,488.81298828125,258.01702880859375,0.7906556129455566,473.2742919921875,254.11160278320312,0.9842474460601807,491.0453186035156,255.9669647216797,0.10493550449609756,445.7980041503906,245.87962341308594,0.9636769890785217,489.6668395996094,306.7579040527344,0.9875738024711609,396.1862487792969,295.6304931640625,0.9958376884460449,501.0633850097656,379.4501037597656,0.9286333918571472,352.4936218261719,365.8071594238281,0.9882797002792358,495.0672607421875,394.490478515625,0.9306449890136719,397.9378967285156,391.589599609375,0.9834151864051819,466.69976806640625,456.8859558105469,0.9971531629562378,398.84814453125,451.087158203125,0.9982719421386719,473.0861511230469,579.2006225585938,0.9948959946632385,379.75537109375,574.5792236328125,0.9970845580101013,486.5769958496094,707.0695190429688,0.9796996712684631,334.58392333984375,675.3682250976562,0.9862632751464844
21,3,0,483.22674560546875,266.5911865234375,0.9900824427604675,490.82635498046875,256.97735595703125,0.8313522934913635,475.8575134277344,253.41787719726562,0.9933451414108276,494.916259765625,254.97657775878906,0.07256036251783371,447.5142822265625,244.59715270996094,0.9831453561782837,494.18603515625,308.7100524902344,0.9962887763977051,399.2428283691406,294.3575439453125,0.9979841709136963,509.9825134277344,384.8486633300781,0.9741895794868469,350.4316101074219,363.083251953125,0.9928089380264282,497.4098815917969,377.0687561035156,0.977796733379364,396.8249816894531,384.0983581542969,0.9922829270362854,468.0132751464844,456.12652587890625,0.9989519119262695,400.2335205078125,449.3254699707031,0.99920254945755,474.5577392578125,578.97265625,0.9975577592849731,388.36370849609375,574.87109375,0.9982364177703857,487.10858154296875,707.7431030273438,0.9850233793258667,344.8948974609375,679.299560546875,0.9874560236930847
22,3,0,486.5479736328125,264.3874816894531,0.9861810803413391,493.86993408203125,254.99476623535156,0.7916861176490784,479.45855712890625,251.1544952392578,0.990443766117096,497.710205078125,252.50912475585938,0.06499012559652328,450.4512023925781,241.70404052734375,0.9762448072433472,497.8792724609375,305.92095947265625,0.9946001768112183,399.88128662109375,290.7386474609375,0.9970875382423401,512.4007568359375,381.9316711425781,0.9673987030982971,351.4319763183594,358.35943603515625,0.9911109209060669,492.6474609375,378.1473693847656,0.9741554260253906,396.3594665527344,376.3017272949219,0.9911203980445862,467.348388671875,452.60992431640625,0.9982241988182068,397.7436828613281,445.4032287597656,0.9986579418182373,475.76763916015625,580.8775024414062,0.9949224591255188,387.3594970703125,577.4313354492188,0.9963791966438293,485.27447509765625,711.047607421875,0.9685520529747009,352.7245788574219,689.1567993164062,0.9737598299980164
23,3,0,486.4519958496094,264.39068603515625,0.9862242937088013,493.8181457519531,255.01295471191406,0.7930949330329895,479.37371826171875,251.1461944580078,0.990473210811615,497.7113037109375,252.5509033203125,0.06556697934865952,450.4298400878906,241.67837524414062,0.9762440919876099,497.8836669921875,305.943359375,0.9946164488792419,399.8938293457031,290.70654296875,0.9970901012420654,512.4000244140625,382.0094299316406,0.9674960970878601,351.4188537597656,358.3691711425781,0.9911045432090759,492.67352294921875,378.14556884765625,0.9742631316184998,396.34185791015625,376.33355712890625,0.9911276698112488,467.3494873046875,452.6116638183594,0.9982314705848694,397.7647399902344,445.3746337890625,0.9986618757247925,475.8086242675781,580.9099731445312,0.9949559569358826,387.5707702636719,577.49951171875,0.9963986873626709,485.269775390625,711.0518798828125,0.9687896370887756,352.7181701660156,689.1199340820312,0.97393798828125
24,3,0,489.275146484375,263.416748046875,0.9871769547462463,496.6783752441406,254.22096252441406,0.7980936765670776,482.3739929199219,249.79092407226562,0.9916513562202454,500.4127502441406,251.6736602783203,0.068282350897789,453.4223327636719,239.23753356933594,0.9808403849601746,496.666259765625,307.3991394042969,0.9946712851524353,401.3609924316406,288.20953369140625,0.9976784586906433,501.28497314453125,392.0015869140625,0.9556845426559448,347.23150634765625,354.1728210449219,0.9913654327392578,501.8382263183594,440.8208312988281,0.9540793299674988,395.590087890625,371.28533935546875,0.9889500737190247,460.9715576171875,452.2392578125,0.9980018734931946,393.5337219238281,444.371826171875,0.9986646175384521,470.62139892578125,582.6934204101562,0.9929908514022827,381.4141845703125,579.9077758789062,0.9956888556480408,480.3226318359375,710.08740234375,0.9568442106246948,347.6672058105469,694.4412841796875,0.9673049449920654
25,3,0,490.4285888671875,262.825439453125,0.985584020614624,498.6945495605469,254.1294403076172,0.7818344831466675,483.87469482421875,249.07083129882812,0.9912843704223633,502.02203369140625,254.01426696777344,0.06953108310699463,454.4402770996094,239.43312072753906,0.9807097911834717,498.06390380859375,309.2186584472656,0.9922148585319519,397.657958984375,288.0458679199219,0.9975536465644836,506.760009765625,393.4693298339844,0.9319201111793518,342.6299743652344,354.0614318847656,0.9907684922218323,500.7619323730469,439.5661926269531,0.9331074357032776,396.2544250488281,375.42706298828125,0.9877942800521851,464.4971008300781,452.9477844238281,0.9977623224258423,393.59185791015625,445.6496276855469,0.9987394213676453,467.5304260253906,582.7952270507812,0.9952467083930969,377.03411865234375,577.534912109375,0.9973606467247009,478.1166687011719,706.1565551757812,0.9750001430511475,341.7200012207031,688.431884765625,0.982397735118866
26,3,0,490.6083679199219,262.78192138671875,0.9857008457183838,498.7826232910156,254.07518005371094,0.780239462852478,484.0088806152344,249.06967163085938,0.9912939667701721,502.0224609375,254.02224731445312,0.06834195554256439,454.3973388671875,239.55538940429688,0.9808762669563293,497.98004150390625,309.1666564941406,0.9925059676170349,397.5796203613281,288.129150390625,0.9975602626800537,506.2847595214844,393.75048828125,0.9352662563323975,342.5137023925781,354.4004211425781,0.9908198714256287,500.98748779296875,440.8206481933594,0.9360820055007935,396.4058837890625,375.4291076660156,0.9879284501075745,464.27996826171875,452.93548583984375,0.9978068470954895,393.32464599609375,445.6890563964844,0.9987395405769348,467.4477233886719,582.8966064453125,0.995270311832428,376.95953369140625,577.4959106445312,0.9973148703575134,477.7886962890625,706.3843994140625,0.9746366739273071,341.75494384765625,688.0662231445312,0.9818342328071594
27,3,0,488.47119140625,260.6204528808594,0.9835051894187927,496.290283203125,251.6912841796875,0.7553983330726624,481.627685546875,247.01806640625,0.9899064898490906,499.42584228515625,251.2176055908203,0.0651637613773346,451.6028137207031,237.79319763183594,0.9792298674583435,496.8553161621094,306.7562561035156,0.9922441840171814,395.3317565917969,287.9808044433594,0.997681736946106,504.5005187988281,392.1948547363281,0.9353047609329224,339.958984375,357.2554626464844,0.9917659163475037,497.3448181152344,435.38311767578125,0.9347864389419556,397.8506774902344,376.0697021484375,0.9886813163757324,465.6197204589844,453.809814453125,0.9981235861778259,393.09027099609375,447.3541564941406,0.9989705085754395,465.2160949707031,581.679443359375,0.9960144758224487,363.81500244140625,576.0728759765625,0.9978058934211731,479.0594482421875,706.2145385742188,0.9789696931838989,330.3460998535156,686.4219360351562,0.9853301048278809
28,3,0,488.34368896484375,260.70831298828125,0.9833294153213501,496.2124328613281,251.77456665039062,0.7549780607223511,481.54638671875,247.05824279785156,0.989831268787384,499.37554931640625,251.1910400390625,0.0657975822687149,451.5972900390625,237.66798400878906,0.9791468977928162,496.75103759765625,306.71435546875,0.9921020865440369,395.26605224609375,287.88458251953125,0.9976884126663208,504.69561767578125,392.1136169433594,0.9336073994636536,340.0645446777344,357.36138916015625,0.9917687177658081,497.0167541503906,434.4259338378906,0.933140754699707,398.62908935546875,376.2796325683594,0.9886230826377869,465.565673828125,453.5617370605469,0.9981028437614441,393.0616455078125,447.0699462890625,0.9989711046218872,465.1728210449219,581.6083984375,0.9959834814071655,363.7547607421875,576.0317993164062,0.9978162050247192,479.5004577636719,706.1812744140625,0.9789546132087708,330.34796142578125,686.1546020507812,0.9854654669761658
29,3,0,488.2767333984375,260.6529235839844,0.9834814667701721,496.1965026855469,251.7369842529297,0.7587438225746155,481.4435119628906,247.037841796875,0.9899270534515381,499.43939208984375,251.2999725341797,0.06701676547527313,451.6041564941406,237.8142547607422,0.9791614413261414,496.75469970703125,306.82366943359375,0.9921239018440247,395.39215087890625,287.9800720214844,0.9976860284805298,504.4125061035156,392.2891540527344,0.9339565634727478,340.03765869140625,357.5708923339844,0.9917507767677307,496.9912414550781,433.510009765625,0.9337400794029236,398.8662414550781,376.5952453613281,0.988646924495697,465.3944091796875,453.5771179199219,0.9981036186218262,392.9774169921875,447.06982421875,0.9989691972732544,465.2531433105469,581.5445556640625,0.9960117340087891,363.9468688964844,575.9608154296875,0.9978262782096863,479.60089111328125,706.1085815429688,0.9791920185089111,330.3558654785156,685.7767944335938,0.9856129288673401
30,3,0,479.305419921875,256.0380554199219,0.9796637296676636,486.5834655761719,246.44305419921875,0.7309985756874084,471.9879455566406,242.87759399414062,0.9856245517730713,489.6221008300781,244.67576599121094,0.06777822226285934,441.38592529296875,233.98870849609375,0.9721764326095581,490.0331726074219,300.5487365722656,0.9947596192359924,386.9013366699219,285.1391906738281,0.9970166683197021,506.63885498046875,382.26324462890625,0.9703905582427979,341.45391845703125,361.0089111328125,0.9903389811515808,493.9171447753906,371.1334228515625,0.9675527811050415,393.0224914550781,367.04229736328125,0.9879042506217957,463.22998046875,448.50799560546875,0.9986273050308228,389.35626220703125,443.0557861328125,0.9989351630210876,465.43115234375,580.5632934570312,0.9967727065086365,359.65399169921875,573.2073364257812,0.9974117875099182,479.423828125,706.2901611328125,0.9781754612922668,326.08935546875,687.0072021484375,0.979918360710144
31,3,0,472.4541320800781,256.8157043457031,0.9854645133018494,478.6642150878906,246.77047729492188,0.7819498181343079,464.31317138671875,243.36917114257812,0.9900662899017334,479.9842224121094,242.79713439941406,0.06685872375965118,431.9635314941406,233.57403564453125,0.979650616645813,478.941162109375,296.70196533203125,0.995274543762207,380.320556640625,288.1174011230469,0.9974071383476257,488.2791748046875,381.93402099609375,0.9653158187866211,338.5117492675781,366.509033203125,0.990285336971283,496.8155212402344,432.9100646972656,0.9610823392868042,391.62725830078125,366.9139404296875,0.9868159890174866,454.7895202636719,446.9461364746094,0.9984652996063232,382.6262512207031,442.5756530761719,0.9987668991088867,462.2483215332031,576.825439453125,0.9955344200134277,360.5765075683594,570.6848754882812,0.9965698719024658,477.45111083984375,710.831787109375,0.9715335369110107,321.6063537597656,676.5831909179688,0.9754145741462708
32,3,0,472.3878173828125,256.7991638183594,0.9850837588310242,478.6181945800781,246.76959228515625,0.7793833017349243,464.2500305175781,243.38287353515625,0.9898836016654968,479.98187255859375,242.83517456054688,0.06761189550161362,432.01416015625,233.6407470703125,0.9795578122138977,478.9989318847656,296.83251953125,0.9951131939888,380.3368835449219,288.17413330078125,0.9974449872970581,488.5987243652344,382.11956787109375,0.9631954431533813,338.48602294921875,366.3517761230469,0.9903387427330017,497.1477355957031,432.8184509277344,0.9584018588066101,391.3468933105469,367.12042236328125,0.9866204261779785,454.77288818359375,447.2731628417969,0.9984443783760071,382.6022644042969,442.83062744140625,0.9987824559211731,462.12799072265625,577.21337890625,0.9954735636711121,360.6414794921875,570.8480224609375,0.9966193437576294,477.42230224609375,711.0006103515625,0.9715054035186768,321.25567626953125,676.1669311523438,0.9759318828582764
33,3,0,461.8665466308594,255.41616821289062,0.9909940361976624,469.0060729980469,245.59152221679688,0.8134320378303528,454.2222900390625,241.89483642578125,0.9934335947036743,473.24066162109375,243.1695556640625,0.05988903343677521,423.2342224121094,232.266845703125,0.9858685731887817,477.0384521484375,296.8141784667969,0.9978637099266052,375.7977294921875,288.30169677734375,0.9983537197113037,491.1793518066406,380.39556884765625,0.9853020906448364,338.0084533691406,367.2212829589844,0.9938560128211975,499.08599853515625,435.0169677734375,0.9844963550567627,388.90911865234375,360.85076904296875,0.9928440451622009,453.6999206542969,449.4422607421875,0.9994359612464905,380.04559326171875,444.84307861328125,0.9994791150093079,461.4960021972656,576.4841918945312,0.9987027645111084,362.8296203613281,570.0368041992188,0.9988471269607544,476.7846374511719,707.1759033203125,0.9903309345245361,320.2887268066406,676.6259765625,0.9904906749725342
34,3,0,453.0638427734375,253.89974975585938,0.9892628788948059,459.53515625,243.25244140625,0.8382105231285095,443.3334045410156,241.43701171875,0.9932935237884521,463.50469970703125,241.19631958007812,0.07994895428419113,411.9415283203125,235.34286499023438,0.9843892455101013,471.2761535644531,295.9376220703125,0.995424211025238,367.2481994628906,291.1767883300781,0.9978058934211731,492.5267639160156,380.475830078125,0.9545890688896179,335.5320739746094,368.3032531738281,0.9898244738578796,508.27081298828125,423.6625671386719,0.9473221898078918,383.9587097167969,354.45263671875,0.9853284955024719,453.41607666015625,447.0722351074219,0.9984269142150879,378.2704162597656,444.350341796875,0.9988460540771484,461.548583984375,578.866455078125,0.9956586360931396,357.2990417480469,572.088623046875,0.9970775842666626,476.9382019042969,710.1017456054688,0.9743672013282776,321.0555419921875,678.7816162109375,0.9800822138786316
35,3,0,453.18524169921875,253.92283630371094,0.9890899062156677,459.5914611816406,243.28817749023438,0.8356810212135315,443.47021484375,241.4844512939453,0.9931291341781616,463.5192565917969,241.2176055908203,0.07959530502557755,412.07080078125,235.39315795898438,0.9841982126235962,471.3717956542969,295.9759521484375,0.9955075979232788,367.3585510253906,291.18377685546875,0.9977973699569702,492.1059265136719,380.9467468261719,0.9559715390205383,335.5455017089844,368.3409729003906,0.9898348450660706,507.6950988769531,426.4327392578125,0.9485647678375244,384.0473937988281,354.4630126953125,0.9853562712669373,453.3241882324219,447.1606140136719,0.9984581470489502,378.1531982421875,444.3875732421875,0.9988545179367065,461.5645446777344,578.998046875,0.9957141280174255,357.2712097167969,571.9371948242188,0.9970744848251343,476.85491943359375,710.2182006835938,0.9744812846183777,320.87591552734375,678.7088623046875,0.97996586561203
