frame_number,nose_x,nose_y,nose_z,nose_v,left_eye_x,left_eye_y,left_eye_z,left_eye_v,right_eye_x,right_eye_y,right_eye_z,right_eye_v,left_ear_x,left_ear_y,left_ear_z,left_ear_v,right_ear_x,right_ear_y,right_ear_z,right_ear_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_v,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v
17,0.694467,0.314459,-0.265025,0.9998,0.723285,0.296559,-0.231629,0.9995,0.661872,0.299853,-0.212092,0.9992,0.756498,0.302073,0.006464,0.999,0.646201,0.305366,0.106848,0.9989,0.867014,0.373656,0.013859,0.9988,0.568068,0.370064,0.280098,0.9991,0.87542,0.444173,-0.494515,0.9607,0.366338,0.38057,0.06395,0.934,0.779846,0.358923,-1.066535,0.9638,0.177677,0.360055,-0.479029,0.9549,0.825955,0.607181,-0.059307,0.9992,0.648091,0.604513,0.059089,0.999,0.892727,0.779254,-0.078259,0.9487,0.552513,0.765266,-0.061738,0.9478,0.990247,0.922624,0.028328,0.9494,0.498991,0.910603,0.161637,0.9394
18,0.692511,0.314262,-0.29855,0.9998,0.722995,0.296515,-0.269303,0.9995,0.660895,0.299288,-0.238922,0.9992,0.756487,0.302021,-0.038012,0.999,0.646018,0.304674,0.101491,0.9988,0.867299,0.373583,-0.028152,0.9988,0.568276,0.36957,0.288024,0.9991,0.875012,0.445491,-0.504809,0.9611,0.366714,0.38169,0.101421,0.9323,0.779665,0.36113,-1.072011,0.9633,0.179539,0.361751,-0.450816,0.9525,0.825609,0.606547,-0.070614,0.9992,0.648149,0.603838,0.070245,0.9989,0.893279,0.776969,-0.053005,0.9486,0.552877,0.763259,-0.002452,0.946,0.997581,0.923233,0.067389,0.9505,0.499005,0.909927,0.238597,0.9381
19,0.689133,0.314237,-0.297533,0.9997,0.720917,0.296617,-0.267777,0.9995,0.659653,0.299239,-0.237894,0.9992,0.75632,0.302126,-0.035938,0.999,0.645757,0.304604,0.102045,0.9988,0.867526,0.372641,-0.027145,0.9988,0.568496,0.369881,0.287698,0.9991,0.874785,0.445493,-0.517874,0.9628,0.366913,0.382515,0.071651,0.9347,0.777252,0.361084,-1.09642,0.9645,0.179775,0.364046,-0.557372,0.9536,0.825868,0.607467,-0.072552,0.9992,0.648721,0.604948,0.072223,0.9989,0.894342,0.78129,-0.085889,0.946,0.552806,0.764284,-0.042966,0.9429,1.027351,0.929505,0.022153,0.9483,0.49927,0.914622,0.15744,0.9344
20,0.687309,0.314285,-0.337937,0.9997,0.720417,0.296624,-0.313692,0.9995,0.65894,0.299254,-0.27311,0.9991,0.756554,0.302113,-0.09583,0.9989,0.645756,0.304622,0.090927,0.9988,0.871593,0.372302,-0.09858,0.9988,0.570935,0.370033,0.28727,0.9991,0.871151,0.446653,-0.623513,0.9638,0.377314,0.390067,0.070665,0.9293,0.774493,0.361065,-1.182703,0.9651,0.19445,0.364503,-0.597425,0.9511,0.826381,0.608997,-0.08717,0.9992,0.649263,0.60497,0.086686,0.9989,0.893725,0.780901,-0.031003,0.9456,0.553165,0.763426,0.071598,0.9418,0.976448,0.919631,0.169356,0.9488,0.499143,0.913537,0.362628,0.9343
21,0.686735,0.315879,-0.286557,0.9997,0.718944,0.298146,-0.258671,0.9995,0.658894,0.301036,-0.221098,0.9991,0.756553,0.302935,-0.030943,0.9989,0.646524,0.305939,0.143862,0.9987,0.873522,0.372386,-0.026553,0.9988,0.575161,0.375311,0.299939,0.9991,0.867744,0.446629,-0.607833,0.9637,0.397671,0.403626,-0.053935,0.9271,0.772044,0.361718,-1.175925,0.9656,0.238752,0.367915,-0.814513,0.9513,0.826487,0.611519,-0.082567,0.9992,0.64905,0.606492,0.082014,0.9989,0.895021,0.780911,0.006322,0.9411,0.553178,0.764443,0.076405,0.9366,1.003264,0.923531,0.195769,0.9444,0.499163,0.914074,0.329594,0.9278
22,0.681803,0.316467,-0.272684,0.9998,0.71507,0.298958,-0.248055,0.9995,0.657892,0.30179,-0.202833,0.9992,0.756145,0.303577,-0.030932,0.999,0.646514,0.306683,0.175035,0.9988,0.875906,0.372567,-0.062456,0.9988,0.577763,0.383044,0.31906,0.9991,0.85079,0.446847,-0.740509,0.9644,0.425634,0.42028,-0.12862,0.9241,0.758402,0.359029,-1.36639,0.9667,0.29002,0.37198,-0.935057,0.953,0.82647,0.614675,-0.108013,0.9992,0.648986,0.610379,0.107531,0.999,0.894968,0.78136,-0.064379,0.9438,0.553042,0.765997,0.080524,0.9392,1.008266,0.927942,0.185799,0.9467,0.499288,0.914853,0.379735,0.9307
23,0.673496,0.316405,-0.247389,0.9998,0.706566,0.298956,-0.224261,0.9995,0.652846,0.301787,-0.173572,0.9992,0.753174,0.304009,-0.021949,0.9991,0.645441,0.307423,0.21241,0.9989,0.876017,0.372984,-0.079184,0.9989,0.580251,0.390014,0.343139,0.9991,0.830531,0.44685,-0.817175,0.9649,0.439714,0.432739,-0.198203,0.9252,0.732931,0.359003,-1.450561,0.9676,0.333635,0.371794,-1.069502,0.9559,0.826858,0.618689,-0.130424,0.9993,0.649008,0.615182,0.129956,0.999,0.89492,0.787302,-0.12043,0.9475,0.552825,0.76804,0.072452,0.9423,1.006744,0.935828,0.095808,0.95,0.498492,0.916051,0.397055,0.9339
24,0.667213,0.315926,-0.17279,0.9998,0.700452,0.298956,-0.152882,0.9995,0.649614,0.301281,-0.105557,0.9993,0.746227,0.304628,0.026783,0.9991,0.644917,0.307457,0.250203,0.999,0.870763,0.375854,-0.050604,0.9989,0.581408,0.390749,0.359695,0.9991,0.802663,0.446707,-0.783686,0.9627,0.464048,0.446282,-0.130178,0.9195,0.707043,0.352005,-1.177991,0.9658,0.393217,0.374428,-0.879048,0.9556,0.824535,0.619285,-0.1293,0.9993,0.648943,0.615845,0.128789,0.9991,0.889926,0.788848,-0.102307,0.9493,0.552856,0.769001,0.097188,0.9434,1.004797,0.934888,0.100409,0.9514,0.499314,0.916051,0.412439,0.9343
25,0.664864,0.31677,-0.162677,0.9998,0.695374,0.299995,-0.152171,0.9996,0.648346,0.301951,-0.107714,0.9993,0.737169,0.305296,0.017691,0.9992,0.644918,0.308032,0.219905,0.999,0.854273,0.377615,-0.050113,0.999,0.599035,0.390441,0.349878,0.9992,0.77555,0.44955,-0.44781,0.9602,0.501175,0.459764,0.004618,0.8945,0.671736,0.353682,-0.684965,0.9611,0.454498,0.380085,-0.55886,0.9443,0.818896,0.619474,-0.129714,0.9993,0.649209,0.616536,0.12924,0.9991,0.878242,0.788574,-0.041223,0.9518,0.553608,0.77136,0.170663,0.9443,1.001499,0.934122,0.15335,0.9538,0.499398,0.916518,0.476835,0.9359
26,0.658607,0.319325,-0.182337,0.9998,0.689594,0.302449,-0.168205,0.9996,0.64032,0.304448,-0.125691,0.9994,0.735665,0.307669,0.012687,0.9992,0.634549,0.311094,0.209814,0.9991,0.834275,0.378944,-0.042504,0.9991,0.601858,0.390999,0.3696,0.9992,0.73608,0.447567,-0.344277,0.9557,0.516946,0.463256,0.085311,0.8641,0.618541,0.362735,-0.51901,0.9529,0.50156,0.387128,-0.449977,0.9278,0.810609,0.619481,-0.144396,0.9993,0.649195,0.616855,0.144006,0.9991,0.86933,0.789533,-0.011553,0.9527,0.551657,0.771737,0.208619,0.9403,1.001439,0.935431,0.151693,0.9551,0.498008,0.916314,0.51727,0.9324
27,0.657439,0.322692,-0.26662,0.9998,0.687535,0.30552,-0.25305,0.9996,0.63815,0.30737,-0.206003,0.9994,0.72902,0.310658,-0.065658,0.9993,0.628793,0.313639,0.150857,0.9992,0.808062,0.379361,-0.107225,0.9991,0.603314,0.390496,0.35699,0.9993,0.695503,0.441917,-0.355107,0.9551,0.543898,0.469296,0.109975,0.8296,0.561404,0.356471,-0.373914,0.9443,0.551496,0.385515,-0.282787,0.905,0.804602,0.619331,-0.166618,0.9994,0.653733,0.616885,0.166176,0.9992,0.860619,0.789396,-0.023302,0.9501,0.550238,0.770235,0.231655,0.925,1.000189,0.93507,0.13924,0.9527,0.498022,0.916241,0.526901,0.9171
28,0.652435,0.324286,-0.271284,0.9998,0.681015,0.306797,-0.264441,0.9997,0.634927,0.309573,-0.209077,0.9995,0.723021,0.311938,-0.109037,0.9994,0.629343,0.316616,0.150965,0.9993,0.790771,0.379029,-0.184189,0.9991,0.62142,0.391646,0.366342,0.9992,0.659532,0.428281,-0.355065,0.9544,0.56591,0.460417,0.147229,0.7826,0.498357,0.350261,-0.213068,0.9348,0.545499,0.384518,-0.294401,0.871,0.795194,0.617744,-0.191846,0.9994,0.660103,0.61617,0.191362,0.9992,0.847703,0.787283,-0.100629,0.9449,0.550256,0.767238,0.226941,0.9011,0.991441,0.937541,0.013411,0.9495,0.503225,0.91496,0.498324,0.894
29,0.649594,0.328149,-0.250384,0.9998,0.673268,0.310073,-0.257661,0.9997,0.634824,0.314491,-0.196368,0.9995,0.717088,0.313819,-0.185692,0.9994,0.634468,0.320003,0.150296,0.9993,0.779414,0.378503,-0.32343,0.9992,0.662755,0.392921,0.411816,0.9992,0.585885,0.410322,-0.384202,0.9532,0.573663,0.474098,0.304722,0.7214,0.463409,0.360726,-0.089661,0.926,0.567531,0.442017,-0.144786,0.8164,0.791288,0.617551,-0.232572,0.9994,0.674621,0.6156,0.232323,0.9992,0.820469,0.785529,-0.187184,0.9421,0.550199,0.767556,0.271602,0.8811,0.991656,0.931523,-0.04847,0.9473,0.504389,0.916642,0.4887,0.8809
30,0.631209,0.333391,-0.085118,0.9997,0.647032,0.316322,-0.132548,0.9996,0.62747,0.320061,-0.050415,0.9994,0.694225,0.317014,-0.158526,0.9993,0.637853,0.322849,0.197231,0.9991,0.757718,0.377694,-0.308672,0.9993,0.686737,0.392526,0.468028,0.9993,0.548269,0.39675,-0.351903,0.9545,0.550436,0.422376,0.40827,0.6789,0.407748,0.361614,-0.040878,0.9216,0.522281,0.421393,-0.057707,0.7792,0.774156,0.615821,-0.234945,0.9994,0.68712,0.611957,0.234585,0.9992,0.803079,0.7814,-0.222928,0.9297,0.556033,0.766913,0.238019,0.8517,0.996357,0.927447,-0.126826,0.9395,0.506137,0.917841,0.418444,0.8605
31,0.631223,0.334627,-0.117864,0.9997,0.648044,0.31631,-0.171791,0.9996,0.625297,0.321956,-0.060504,0.9994,0.696383,0.317057,-0.174131,0.9993,0.638192,0.324732,0.180898,0.9992,0.767401,0.377468,-0.29932,0.9993,0.678287,0.392286,0.460963,0.9993,0.579594,0.392356,-0.369605,0.9573,0.557768,0.42391,0.566482,0.6344,0.385909,0.366179,-0.157291,0.921,0.527425,0.438767,0.285967,0.7351,0.778573,0.615097,-0.227974,0.9994,0.68828,0.611504,0.227776,0.9992,0.801529,0.780292,-0.198939,0.9236,0.556138,0.767257,0.219228,0.824,1.001371,0.927507,-0.141166,0.9352,0.503814,0.919291,0.378765,0.8385
32,0.621482,0.344566,-0.049726,0.9997,0.636067,0.325831,-0.104034,0.9996,0.622876,0.329851,-0.017895,0.9994,0.681416,0.322608,-0.174603,0.9994,0.64161,0.32893,0.186544,0.9992,0.748519,0.377456,-0.324525,0.9994,0.708654,0.392038,0.452415,0.9993,0.560954,0.38336,-0.403485,0.9606,0.6012,0.417955,0.737633,0.5981,0.351946,0.366971,-0.26269,0.9251,0.519275,0.425635,0.7136,0.6988,0.781146,0.613903,-0.234094,0.9994,0.710284,0.610734,0.234169,0.9992,0.797733,0.77851,-0.282182,0.9223,0.559538,0.765977,0.210974,0.8085,0.960432,0.925578,-0.234391,0.9357,0.505208,0.920745,0.339987,0.8289
33,0.611093,0.34435,0.015858,0.9998,0.625748,0.327374,-0.04235,0.9997,0.619371,0.330645,0.039134,0.9994,0.667889,0.324029,-0.155836,0.9994,0.643556,0.329272,0.214908,0.9993,0.720803,0.376209,-0.316274,0.9994,0.715479,0.391887,0.46861,0.9993,0.515514,0.377597,-0.412171,0.9635,0.608534,0.417968,0.732497,0.5601,0.301661,0.36896,-0.265161,0.9289,0.49337,0.429533,0.68655,0.6597,0.78011,0.6094,-0.235931,0.9994,0.726586,0.608565,0.236062,0.9992,0.802763,0.777701,-0.289191,0.9276,0.559383,0.765578,0.193399,0.8127,0.964282,0.927515,-0.237537,0.9408,0.498887,0.921278,0.354062,0.8373
34,0.613032,0.343453,0.006692,0.9998,0.629133,0.325917,-0.046896,0.9997,0.619806,0.328948,0.028103,0.9995,0.670101,0.323488,-0.148349,0.9995,0.64408,0.328491,0.208491,0.9993,0.723745,0.376078,-0.306022,0.9995,0.719193,0.391752,0.451823,0.9993,0.51129,0.378632,-0.410496,0.9661,0.612601,0.418104,0.720905,0.5314,0.280167,0.37241,-0.230888,0.932,0.477392,0.431701,0.718346,0.6286,0.778731,0.607645,-0.229181,0.9995,0.734272,0.607394,0.229303,0.9992,0.802042,0.777817,-0.284055,0.9319,0.584163,0.772296,0.182114,0.8155,0.944268,0.919945,-0.196097,0.9447,0.498924,0.923512,0.338125,0.8448
35,0.614351,0.342558,0.13465,0.9998,0.629543,0.325106,0.069284,0.9997,0.620275,0.327817,0.141933,0.9995,0.667021,0.323149,-0.097228,0.9995,0.649982,0.327944,0.24448,0.9994,0.686403,0.372781,-0.283641,0.9995,0.755369,0.390282,0.465234,0.9994,0.435366,0.371695,-0.400628,0.9688,0.601286,0.40547,0.654297,0.512,0.244722,0.375191,-0.246888,0.9366,0.409087,0.427012,0.563123,0.6073,0.769974,0.606776,-0.226884,0.9995,0.760473,0.606912,0.227009,0.9992,0.805389,0.779071,-0.272484,0.9373,0.651608,0.777206,0.18273,0.8114,0.944682,0.932468,-0.23178,0.9491,0.501828,0.92416,0.350137,0.8498
36,0.616353,0.341755,0.065861,0.9998,0.63251,0.324287,0.011987,0.9997,0.621314,0.327103,0.080351,0.9996,0.670092,0.32286,-0.098707,0.9995,0.651861,0.327512,0.237633,0.9994,0.698293,0.372813,-0.276306,0.9996,0.747267,0.390208,0.449415,0.9994,0.45037,0.372299,-0.397973,0.9711,0.604536,0.410423,0.632537,0.492,0.24981,0.377391,-0.249498,0.9396,0.417948,0.436049,0.590993,0.5827,0.767558,0.605169,-0.224661,0.9995,0.756187,0.605465,0.224624,0.9992,0.793199,0.778653,-0.263243,0.9416,0.646296,0.778143,0.166775,0.8099,0.929395,0.932264,-0.205648,0.9528,0.498957,0.924632,0.312732,0.8545
37,0.617549,0.34174,0.17779,0.9998,0.632632,0.32487,0.103007,0.9997,0.62256,0.326937,0.175119,0.9996,0.665281,0.323381,-0.095246,0.9996,0.654155,0.327197,0.236291,0.9995,0.666381,0.373745,-0.27802,0.9996,0.775278,0.388774,0.446465,0.9994,0.427466,0.373668,-0.397826,0.9732,0.597179,0.397416,0.595025,0.4795,0.225071,0.379404,-0.26111,0.9438,0.330984,0.396516,0.506111,0.5659,0.755363,0.60523,-0.224975,0.9994,0.792518,0.605554,0.224926,0.9987,0.658209,0.778515,-0.191473,0.9448,0.80326,0.786667,0.22703,0.7889,0.518706,0.932014,-0.179425,0.9556,0.818282,0.931852,0.376703,0.8506
