guard_l_ydiff,guard_l_ydiff_std,guard_r_ydiff,guard_r_ydiff_std,guard_l_zdiff,guard_l_zdiff_std,guard_r_zdiff,guard_r_zdiff_std,guard_l_elbow_y,guard_l_elbow_y_std,guard_r_elbow_y,guard_r_elbow_y_std,stance_3d_ratio,stance_3d_ratio_std,stance_step_x,stance_step_x_std,knee_bend_l,knee_bend_l_std,knee_bend_r,knee_bend_r_std,guard_l_xfwd,guard_l_xfwd_std,guard_r_xfwd,guard_r_xfwd_std,guard_lr_xdiff,guard_lr_xdiff_std,lean_forward,lean_forward_std,head_y_ratio,head_y_ratio_std,head_fwd_z,head_fwd_z_std,shoulder_tilt,shoulder_tilt_std
-0.01802899492633843,0.07306493352226741,-0.014113572535565555,0.058998592869800456,-1.0962785280076535,0.44382760720024006,-0.9023169087284406,0.4890015614009393,0.08595701017506487,0.061696954042718494,0.10731348171875052,0.05997505694177494,1.1283162783531675,0.4607385663332406,0.8487071780311164,0.21940779263024762,149.19940696518438,9.067426786534364,168.11974285164456,11.30473612760403,0.3290568379654263,0.3029336397561585,0.00836939273903389,0.25250825767628426,0.3421308269510113,0.2355891451677116,-0.0071493805826391005,0.05022905812326157,-0.07431698566970146,0.020381940548334268,-0.3896089533705249,0.1897372986991228,-0.014556606736578446,0.04629011449796771
